"","x","y"
"307",1805.03559570312,1689.4151550293
"308",1803.35053710937,1711.73450317383
"309",1827.02913818359,1693.50712890625
"310",1668.38439941406,1695.62590332031
"311",2375.11540527344,1713.86479492188
"312",1705.19535522461,1703.01505126953
"313",2324.7234375,1712.50242919922
"314",1686.46962280273,1699.82578735352
"315",1718.91561279297,1692.96851196289
"316",2447.38802490234,1706.10180053711
"317",2422.50539550781,1716.85100097656
"318",2107.99377441406,1708.23312988281
"319",1646.64039916992,1707.76206054687
"320",1973.3447265625,1708.9578918457
"321",2486.51853027344,1731.03755493164
"322",2385.35856933594,1696.26298828125
"323",1657.25408935547,1789.60008544922
"324",1646.90623168945,1753.97126464844
"325",1661.61376342773,1716.70511474609
"326",1730.94354858398,1706.28618164063
"327",1747.02122802734,1691.06078491211
"328",1649.32435302734,1767.41853027344
"329",2464.15892333984,1788.09183349609
"330",1667.81838989258,1707.78986816406
"331",1668.9082824707,1758.90026855469
"332",1645.86801147461,1785.78608398437
"333",2477.69874267578,1751.63563232422
"334",1658.03529663086,1762.91826171875
"335",1664.2000793457,1776.98601074219
"336",1671.83959960938,1724.46323242187
"337",1649.77508544922,1728.66104125977
"338",2491.19041748047,1692.98096313477
"339",1647.64925537109,1777.32613525391
"340",1714.23189697266,1712.65319213867
"341",1650.44724121094,1739.98590087891
"342",2467.61599121094,1711.561328125
"343",1758.31651611328,1701.15827026367
"344",1741.66099853516,1701.05534057617
"345",2492.73125,1772.057421875
"346",1694.01700439453,1685.00588378906
"347",1696.01209716797,1705.36635131836
"348",1671.82237548828,1794.542578125
"349",3796.84748535156,3394.87053222656
"350",3805.609375,3384.38415527344
"351",3820.132421875,3511.07192382812
"352",3818.5884765625,3399.18071289062
"353",3835.36311035156,3386.17110595703
"354",3838.58962402344,3368.00111083984
"355",3836.2625,3397.25762939453
"356",3850.98518066406,3402.81749267578
"357",3865.46091308594,3376.30334472656
"358",3878.18601074219,3387.52060546875
"359",3881.84541015625,3373.0125
"360",3895.00256347656,3525.82573242187
"361",3895.44748535156,3510.92292480469
"362",3899.5244140625,3388.82175292969
"363",3909.29650878906,3509.96127929688
"364",3921.61362304688,3397.13519287109
"365",3926.71528320312,3375.90532226562
"366",3925.08127441406,3525.15502929688
"367",3946.79321289062,3508.49868164062
"368",3957.10319824219,3520.90544433594
"369",3957.68259277344,3377.50218505859
"370",3949.19836425781,3392.26159667969
"371",3966.43825683594,3396.69711914063
"372",3985.89736328125,3388.20085449219
"373",3998.38505859375,3381.13792724609
"374",4005.84829101562,3392.63762207031
"375",4015.51911621094,3375.21781005859
"376",4019.50141601562,3398.85262451172
"377",4032.141015625,3527.56142578125
"378",4036.75043945312,3393.90349121094
"379",4037.48505859375,3374.53403320313
"380",4040.98840332031,3512.37058105469
"381",4050.83728027344,3522.38796386719
"382",4050.89787597656,3507.68811035156
"383",4053.94716796875,3384.92598876953
"384",4053.67033691406,3398.5390625
"385",4066.49172363281,3401.57880859375
"386",4068.31789550781,3381.07463378906
"387",4068.23322753906,3521.35078125
"388",4082.26652832031,3373.00357666016
"389",4084.75095214844,3405.39737548828
"390",4083.18625488281,3390.66514892578
"391",4090.85451660156,3383.22847900391
"392",4101.63432617187,3399.53723144531
"393",4110.61245117187,3381.23940429687
"394",4106.87336425781,3522.75444335937
"395",4114.71220703125,3462.28927001953
"396",4118.68662109375,3486.62238769531
"397",4116.55830078125,3415.96717529297
"398",4124.64533691406,3440.48249511719
"399",4130.86428222656,3527.55935058594
"400",4135.57497558594,3453.06896972656
"401",4132.05502929687,3429.62548828125
"402",4127.85856933594,3509.13493652344
"403",4127.86271972656,3467.56130371094
"404",4133.20676269531,3373.80252685547
"405",4137.66220703125,3419.29599609375
"406",4135.74763183594,3399.47933349609
"407",4141.10454101562,3471.64840087891
"408",3289.44064941406,3380.84034423828
"409",3290.59113769531,3451.58562011719
"410",3300.28582763672,3525.17080078125
"411",3301.74904785156,3432.60422363281
"412",3303.58310546875,3494.45583496094
"413",3304.00187988281,3375.48447265625
"414",3318.77353515625,3513.13466796875
"415",3319.27739257812,3444.81612548828
"416",3321.12784423828,3396.8888671875
"417",3323.04387207031,3383.94213867188
"418",3335.88206787109,3524.66320800781
"419",3344.05709228516,3382.57873535156
"420",3367.22727050781,3390.56761474609
"421",3384.53958740234,3393.63869628906
"422",3384.57880859375,3523.38571777344
"423",3389.90313720703,3374.03785400391
"424",3405.00163574219,3506.95681152344
"425",3402.45308837891,3400.6076171875
"426",3407.57861328125,3387.03293457031
"427",3413.81333007813,3407.19075927734
"428",3420.02003173828,3393.36767578125
"429",3418.81953125,3528.41225585937
"430",3418.4443359375,3375.69821777344
"431",3428.46234130859,3510.76022949219
"432",3441.05649414063,3386.15450439453
"433",3440.88549804688,3369.62308349609
"434",3442.37860107422,3516.8982421875
"435",3457.77032470703,3525.16166992187
"436",3466.83021240234,3389.03549804688
"437",3636.92795410156,3527.33854980469
"438",3682.01572265625,3516.08352050781
"439",3683.46711425781,3399.06533203125
"440",3695.853125,3512.65114746094
"441",3699.42329101562,3386.43963623047
"442",3708.10341796875,3396.95548095703
"443",3714.19743652344,3520.94487304687
"444",3738.63369140625,3399.34610595703
"445",3739.36748046875,3382.17448730469
"446",3741.18203125,3511.0013671875
"447",3767.28259277344,3375.75570068359
"448",3766.94599609375,3397.97377929687
"449",3777.29416503906,3394.50592041016
"450",3492.54125976562,3379.77867431641
"451",3518.57084960937,3382.17386474609
"452",3522.22153320313,3517.61293945312
"453",3527.77517089844,3393.31849365234
"454",3547.24672851562,3392.12961425781
"455",3555.27565917969,3524.60302734375
"456",3574.36206054688,3503.91042480469
"457",3576.65473632812,3395.54040527344
"458",3589.19140625,3525.34138183594
"459",3596.808203125,3401.04029541016
"460",3609.56774902344,3517.33486328125
"461",3624.18168945312,3384.27458496094
"462",3629.18041992188,3506.38447265625
"463",3625.0474609375,3520.0591796875
"464",3639.66472167969,3390.14801025391
"465",3304.4447265625,3407.75583496094
"466",849.219311523437,1686.28140258789
"467",834.633697509766,1697.88330078125
"468",801.535577392578,1712.11623535156
"469",828.795498657227,1706.52109375
"470",840.027182006836,1669.81960449219
"471",812.651309204101,1692.11166381836
"472",817.186700439453,1717.96081542969
"473",805.516943359375,1701.65859985352
"474",831.685934448242,1683.74323120117
"475",1914.11138916016,3375.50148925781
"476",1926.62253417969,3382.19814453125
"477",2001.37086181641,3376.94790039062
"478",2239.82346191406,3377.57855224609
"479",2354.1447265625,3383.64787597656
"480",2027.35313720703,3385.07291259766
"481",2215.80307617188,3380.21156005859
"482",2050.24357910156,3375.99289550781
"483",2398.38996582031,3383.72631835938
"484",2294.42662353516,3382.23425292969
"485",2039.50091552734,3380.62369384766
"486",2368.13278808594,3384.97786865234
"487",2316.06862792969,3383.83049316406
"488",2247.55314941406,3384.10400390625
"489",2140.48323974609,3378.84940185547
"490",2341.78527832031,3385.80670166016
"491",2150.66103515625,3389.94630126953
"492",1958.04597167969,3384.14281005859
"493",2068.54887695312,3379.58173828125
"494",2079.69869384766,3378.30196533203
"495",1981.55482177734,3384.759765625
"496",2132.65394287109,3383.37789306641
"497",2002.27896728516,3386.18604736328
"498",2031.69050292969,3392.17340087891
"499",2284.79252929687,3382.44135742187
"500",2091.33597412109,3381.43530273438
"501",2219.04909667969,3390.33311767578
"502",2048.81376953125,3389.25754394531
"503",2278.64040527344,3387.85388183594
"504",2324.63275146484,3391.93350830078
"505",1919.62684326172,3391.93599853516
"506",2230.66707763672,3389.85997314453
"507",2134.08707275391,3391.15240478516
"508",1910.15689697266,3393.41270751953
"509",2254.74681396484,3392.01278076172
"510",2040.06412353516,3397.66374511719
"511",2086.35010986328,3401.05357666016
"512",2272.5978515625,3397.47137451172
"513",2296.92847900391,3395.25838623047
"514",2237.98670654297,3395.09569091797
"515",2417.89078369141,3392.16219482422
"516",2364.75146484375,3397.84324951172
"517",2008.05921630859,3400.33306884766
"518",2335.08779296875,3397.48092041016
"519",2349.99226074219,3398.90699462891
"520",2441.70178222656,3398.84079589844
"521",2123.70404052734,3398.57786865234
"522",2063.25111083984,3400.68377685547
"523",1906.36821289063,3403.22526855469
"524",2313.68236083984,3399.24919433594
"525",2138.7892578125,3406.13780517578
"526",2094.09307861328,2563.36529541016
"527",2238.94855957031,2560.36228027344
"528",2383.23937988281,2560.38739013672
"529",2475.37846679687,2615.03267822266
"530",2485.56975097656,2686.36419677734
"531",2478.49810791016,3345.72990722656
"532",2497.46788330078,2739.31716308594
"533",2473.67016601562,2738.57258300781
"534",2472.04798583984,2786.41662597656
"535",2481.82713623047,2754.95500488281
"536",2485.42967529297,2917.10391845703
"537",2467.06793212891,2923.34361572266
"538",2499.59910888672,3171.51207275391
"539",2467.21589355469,2985.72419433594
"540",2465.33327636719,3022.75190429687
"541",2485.71937255859,3135.95546875
"542",2493.72506103516,3188.03228759766
"543",2485.50355224609,3113.20115966797
"544",2467.36447753906,3110.38719482422
"545",2476.59328613281,3194.35893554687
"546",2493.32849121094,3198.530078125
"547",2479.22587890625,3087.10267333984
"548",2482.56964111328,3071.94440917969
"549",2474.77852783203,3056.69545898437
"550",2484.83326416016,3231.66015625
"551",2475.551953125,3244.17503662109
"552",2485.89431152344,3033.20341796875
"553",2494.16977539063,3245.55400390625
"554",2496.91754150391,2999.28912353516
"555",2469.91779785156,3282.16771240234
"556",2474.60026855469,2978.21945800781
"557",2494.22891845703,2972.44792480469
"558",1935.52698974609,3368.04219970703
"559",2313.82596435547,3366.68087158203
"560",2151.61749267578,3373.00627441406
"561",1923.86190185547,3367.41466064453
"562",2295.89793701172,3367.80002441406
"563",2265.44569091797,3370.00076904297
"564",2375.48333740234,3375.88913574219
"565",2189.04467773438,3378.50803222656
"566",2114.39139404297,3377.37144775391
"567",2344.77376708984,3373.76641845703
"568",2019.51346435547,3378.00272216797
"569",2036.95444335937,3368.18621826172
"570",2390.00991210937,3373.11335449219
"571",2166.71204833984,3380.15241699219
"572",2463.94227294922,3378.16334228516
"573",2360.61145019531,3376.25104980469
"574",1943.15146484375,3373.95588378906
"575",2317.30772705078,3376.11325683594
"576",2484.36655273438,2891.43831787109
"577",2490.51286621094,2949.71457519531
"578",2495.35533447266,3051.24765625
"579",2479.48839111328,3291.55693359375
"580",2496.3205078125,2851.39327392578
"581",2480.50897216797,2604.55107421875
"582",2487.72733154297,2730.11782226562
"583",2465.29862060547,3261.23272705078
"584",2483.56179199219,2586.81147460937
"585",2469.06842041016,2620.19783935547
"586",2469.11448974609,2745.80256347656
"587",2466.62114257812,3094.23657226562
"588",2483.45388183594,3214.79566650391
"589",2480.545703125,3022.00441894531
"590",2487.89645996094,3265.15754394531
"591",2468.55148925781,2903.52301025391
"592",2471.60555419922,2943.63155517578
"593",2473.83742675781,3315.54390869141
"594",2482.69270019531,3154.19975585937
"595",2491.45396728516,2565.92401123047
"596",2487.39841308594,2715.60328369141
"597",2469.78581542969,2712.77769775391
"598",2479.85030517578,3001.82791748047
"599",2501.43441162109,3138.55817871094
"600",2500.34057617188,3209.80606689453
"601",2489.14593505859,2676.20860595703
"602",2499.17846679688,2800.51674804687
"603",2477.09859619141,2867.95499267578
"604",2480.87835693359,2970.20484619141
"605",2487.40090332031,2812.73985595703
"606",2470.36022949219,3221.87353515625
"607",2490.21362304688,2669.78276367187
"608",2474.80467529297,2727.26857910156
"609",2470.52022705078,2690.13773193359
"610",2484.34434814453,2627.31140136719
"611",2485.93394775391,2830.75524902344
"612",2478.39248046875,3177.49921875
"613",2476.62296142578,2565.84660644531
"614",2471.33868408203,2808.5892578125
"615",2490.87664794922,2704.28558349609
"616",1654.12459106445,2578.67733154297
"617",1671.05621337891,2730.59096679687
"618",1648.54345703125,2744.52216796875
"619",1664.15068969727,2797.58802490234
"620",1655.5177734375,2822.37021484375
"621",1663.3567199707,2851.52546386719
"622",1672.95947875977,2923.67585449219
"623",1648.28779296875,2893.62266845703
"624",1891.55401611328,3388.2759765625
"625",1656.74763793945,2565.26202392578
"626",1674.82705078125,2857.99862060547
"627",1658.59674072266,2988.42153320312
"628",1665.3621887207,2622.61419677734
"629",1655.31585693359,2908.24407958984
"630",1663.59194335937,3101.65539550781
"631",1652.59091796875,2810.2361328125
"632",1664.19333496094,2593.09412841797
"633",1653.84713745117,3184.55737304688
"634",1653.70758056641,3166.10930175781
"635",1641.47461547852,3090.70998535156
"636",1647.12091064453,3376.80512695312
"637",1674.41024780273,2980.10311279297
"638",1668.29039306641,2565.35187988281
"639",1663.85621948242,2950.45438232422
"640",1646.47479858398,2934.50505371094
"641",1646.10925292969,2837.87379150391
"642",1641.46569213867,2587.62557373047
"643",1652.65639038086,2642.92890625
"644",1673.09727172852,2786.45833740234
"645",1668.68561401367,3017.17543945312
"646",1657.40080566406,3079.49002685547
"647",1675.77385864258,2611.71755371094
"648",1650.89994506836,3011.39539794922
"649",1650.6372253418,3051.92333984375
"650",1652.92720336914,3152.81331787109
"651",1654.22731323242,2602.60599365234
"652",1659.01956176758,2971.29079589844
"653",1658.42771606445,3036.29483642578
"654",1658.55980224609,2715.623828125
"655",1666.98592529297,2606.60364990234
"656",1653.52807617188,2920.858984375
"657",1669.29914550781,2724.17570800781
"658",1650.33403930664,2782.02115478516
"659",1650.21513061523,2860.39152832031
"660",1674.95415649414,2670.73465576172
"661",1669.37260742188,2686.66966552734
"662",1882.80437011719,2552.77640380859
"663",1672.79865112305,3380.59111328125
"664",1664.41838989258,3068.95031738281
"665",1649.28616943359,3309.62814941406
"666",1897.57976074219,3380.25679931641
"667",1669.6955078125,3050.01665039062
"668",1652.20015869141,3288.36341552734
"669",1671.12635498047,3064.11677246094
"670",1822.96943359375,3391.68365478516
"671",1641.26128540039,3176.31843261719
"672",1649.56839599609,3301.34770507812
"673",1669.37395629883,3331.6115234375
"674",1665.43316040039,3294.25323486328
"675",1666.83723754883,3223.326171875
"676",1668.36572265625,3206.38967285156
"677",1651.1385925293,3322.41052246094
"678",1642.81322021484,2798.42702636719
"679",1651.3836730957,3206.17904052734
"680",1659.53576660156,3257.24503173828
"681",1866.30552978516,3385.88576660156
"682",1671.04428100586,3362.28706054687
"683",1848.91248779297,3378.06767578125
"684",1815.76082763672,3370.79681396484
"685",1754.55875244141,3370.03978271484
"686",1743.02730712891,3381.39421386719
"687",1807.72235107422,3394.99234619141
"688",1791.49515380859,3373.67593994141
"689",1776.83908691406,3386.63864746094
"690",1795.92071533203,3401.9556640625
"691",1766.25144042969,3387.89351806641
"692",1753.70584716797,3393.55278320312
"693",1727.53721923828,3388.95933837891
"694",1878.64775390625,3389.88985595703
"695",1785.24549560547,3389.13967285156
"696",1666.40642700195,3190.82238769531
"697",1705.74590454102,3397.43505859375
"698",1656.03657226562,3352.99039306641
"699",1830.94399414062,3369.55626220703
"700",1691.43483886719,3400.35133056641
"701",1659.23009033203,2664.12453613281
"702",1882.37169189453,3382.45090332031
"703",1673.64263305664,3400.19797363281
"704",4892.37048339844,855.503573608398
"705",4903.01540527344,866.632275390625
"706",4775.22653808594,874.861877441406
"707",4962.40583496094,829.597613525391
"708",4124.74038085937,562.463427734375
"709",4931.28371582031,754.399746704102
"710",4904.15012207031,846.957089233398
"711",4955.92416992187,716.026480102539
"712",4797.59672851562,855.122567749023
"713",4760.96662597656,861.389242553711
"714",4821.71340332031,865.591253662109
"715",4931.2384765625,864.261364746094
"716",4952.09958496094,749.845056152344
"717",4959.30798339844,673.671899414063
"718",4781.72314453125,864.829241943359
"719",4948.36049804687,652.064031982422
"720",4947.47106933594,834.700985717773
"721",4944.37819824219,683.338159179688
"722",4947.44907226562,812.79294128418
"723",4891.50180664062,841.966607666016
"724",4941.12927246094,639.732287597656
"725",4948.79379882812,848.452838134766
"726",4918.80805664063,850.284146118164
"727",4876.90239257812,858.330975341797
"728",4138.96708984375,562.335803222656
"729",4528.97846679688,848.36604309082
"730",4667.19768066406,845.135223388672
"731",4637.46594238281,851.765057373047
"732",4679.46457519531,846.042965698242
"733",4686.229296875,843.297326660156
"734",4110.68674316406,560.118975830078
"735",4683.55935058594,859.826672363281
"736",4690.60173339844,849.070416259766
"737",4682.08720703125,872.606036376953
"738",4706.10302734375,840.230239868164
"739",4692.99069824219,842.599230957031
"740",4699.20134277344,868.224105834961
